city,population,id,city_seal
Jackson,8644834,3fdcb239-88c4-40eb-971f-ba5e635a6b7e,http://placehold.it/300x250
Portland,6103339,594ecb8d-2f86-400a-8f42-76de0cd3865d,http://placehold.it/300x250
Providence,1462044,21734a11-29cb-4dcc-82c9-499f071ecf77,http://placehold.it/300x250
Durham,8248507,08aba6cb-ac45-4988-bd36-de98998d80b1,http://placehold.it/300x250
Oakland,7850196,1055ef36-a15a-497a-9662-af9401a5358c,http://placehold.it/300x250
Murfreesboro,3019853,ed5d9cc5-bc4a-4751-9ae2-d1b9876c880e,http://placehold.it/300x250
Riverside,8927381,7694e6ff-ce46-441a-a246-8db634075b01,http://placehold.it/300x250
Ann Arbor,72681,1b74bee3-ed89-4243-86f7-d541d2607c26,http://placehold.it/300x250
Ann Arbor,9608607,fcce2f9d-730c-427c-844c-8b7c8803d453,http://placehold.it/300x250
Anaheim,2999728,6e834380-b85a-4e55-b7f6-71c6959db2fe,http://placehold.it/300x250
Honolulu,3251278,d6511f2b-61f4-4abc-9c6d-319593de46ac,http://placehold.it/300x250
Naperville,4933557,f798625b-79b1-49b2-9bab-18538f9e6369,http://placehold.it/300x250
Chattanooga,289824,5e9facb9-0afe-42ea-9c10-d0ce38f33b1f,http://placehold.it/300x250
Anchorage,2437039,620e14f2-370a-435b-9a0e-645478370607,http://placehold.it/300x250
Irvine,2653500,31a2eed6-1292-4598-b8d2-0c2996c2a4df,http://placehold.it/300x250
Allentown,7802895,d9d8710f-5ac1-4cc6-ad1d-70343b9c4127,http://placehold.it/300x250
Philadelphia,365837,e7e0b4dd-817d-46fb-9872-5767e86c016c,http://placehold.it/300x250
Portland,4215015,b8853286-c0f2-45bf-b5a4-a34b7fa2ad3d,http://placehold.it/300x250
Tempe,1483144,b064e77b-bacb-43e8-b693-cfdd47eb0ebc,http://placehold.it/300x250
Minneapolis,1795597,31b6fd00-2bf7-4fdb-9a84-e04614b49b74,http://placehold.it/300x250
Sterling Heights,3652159,c2d17ff9-cd26-4f42-b959-06d9a95ee2cc,http://placehold.it/300x250
Fontana,9158672,8e73a900-faff-46bd-8f84-a8f3dc2ed88b,http://placehold.it/300x250
Riverside,3874556,6e03c1f9-ed11-4c6d-850f-dd955dd69f61,http://placehold.it/300x250
Springfield,9483638,a5739c56-fdce-4694-950a-445477ed8a8c,http://placehold.it/300x250
Gainesville,1549419,d8b92f9d-fe97-470f-ac51-0372f687b30b,http://placehold.it/300x250
Jacksonville,4646542,9e0cc268-378c-4ed2-8e8c-044c19eed368,http://placehold.it/300x250
Louisville,8081666,bb9e3b06-266c-4446-ac36-6805c30c9c2a,http://placehold.it/300x250
Fresno,4847482,80395945-a802-45f2-b18f-478c492f6a19,http://placehold.it/300x250
Irving,8927222,2d3ffb09-bc98-4867-a52c-00260e28f8be,http://placehold.it/300x250
Fort Collins,3793257,10742654-7d77-4c5a-ba20-a660b337c96d,http://placehold.it/300x250
Mobile,1548734,b33196b8-84af-4dc2-8a91-9e133685fbe9,http://placehold.it/300x250
Salt Lake City,4144731,e00fd164-8a03-4abf-8b33-1938290a07a0,http://placehold.it/300x250
Elizabeth,6272791,ad4b8964-3f3c-4476-9af6-2e02102d0122,http://placehold.it/300x250
Tacoma,2951076,64fdcc05-e116-482a-b1d0-6cc702f35b57,http://placehold.it/300x250
Spokane,7741809,72166163-150e-404a-bfa2-a1737cdc776e,http://placehold.it/300x250
Columbus,7931499,5b48f38e-5470-42ed-b9d5-26b93f75eab7,http://placehold.it/300x250
Hollywood,8846503,dccdee2c-3c59-4811-9019-552e605a04cf,http://placehold.it/300x250
Las Vegas,91174,f378b7ff-4aad-44e2-8056-26e1e8b33b7c,http://placehold.it/300x250
Austin,375580,cafd566f-f372-43f4-aa44-2282a7a3410a,http://placehold.it/300x250
Peoria,5249357,1c9f16df-c74a-45d0-a5d3-431c4d2c7813,http://placehold.it/300x250
Detroit,8905094,855705a5-c658-498e-bdda-7f997ef03a72,http://placehold.it/300x250
Baltimore,2864926,5292a2c6-1418-455a-b3fd-99b0fd31024b,http://placehold.it/300x250
Colorado Springs,7984758,9e1f6f89-128e-439f-a566-2ec831af6183,http://placehold.it/300x250
Gilbert,6479570,5169c38c-73e7-4c6e-b393-1ef28b5c1e4a,http://placehold.it/300x250
Peoria,9871026,ebbcdf20-58a0-4b4b-8541-7816f76ad4e1,http://placehold.it/300x250
Cedar Rapids,2061309,2e201e18-e753-4c58-aa4d-4e11c05ea089,http://placehold.it/300x250
San Jose,3777611,8ac49d3e-3ce4-4de4-9dd5-a48c47a72110,http://placehold.it/300x250
Henderson,2616825,f95a1d74-6183-4915-acc6-7f6ae9ac31ce,http://placehold.it/300x250
Memphis,3423302,34191e0d-3b2f-46e6-afbd-8cea4203a8e1,http://placehold.it/300x250
El Paso,3959078,a732cab8-1276-462a-a688-bfe6cbe1a5f8,http://placehold.it/300x250
Coral Springs,9571857,bb3ad192-79b6-4604-a9de-ff7595cdd3a3,http://placehold.it/300x250
Mesa,5576660,661467b9-a907-406e-b4dc-50af4dfce5ea,http://placehold.it/300x250
Peoria,390866,ae82965a-d1fc-4783-851d-133372939bc3,http://placehold.it/300x250
Columbus,4121377,d0fe3aaf-2c2d-4c04-b09d-ab9abb80cac0,http://placehold.it/300x250
Louisville,1589753,36ce4107-9a51-486d-8ab8-5d5f237dc462,http://placehold.it/300x250
Huntsville,7524392,2a0366ce-6765-47e4-8db6-04dce2f9b4a1,http://placehold.it/300x250
Plano,5154630,dd445f51-11a3-4b85-a615-83ec380d6ea9,http://placehold.it/300x250
Bellevue,4736098,ede04ca5-c3af-4799-969d-a2e6968a2dc8,http://placehold.it/300x250
Boston,6659895,99167072-ffe2-42ea-aad2-89ea869911f8,http://placehold.it/300x250
Manchester,5898489,0ca2738d-4c07-4fc7-9d5f-34e7db305156,http://placehold.it/300x250
Naperville,128156,b0eed413-dd5e-4831-b1ae-69063da11377,http://placehold.it/300x250
Huntsville,8487467,c9f5f9ac-fa40-4d50-90de-0751a08938db,http://placehold.it/300x250
Thornton,3158024,5433412a-30ec-4dfe-a702-125816c819fe,http://placehold.it/300x250
Lubbock,5968034,6c912249-3e3c-41be-a160-31c397559837,http://placehold.it/300x250
El Paso,2370045,91a7662f-2f0d-4a0d-9e1d-47bba0ed716a,http://placehold.it/300x250
Sioux Falls,3513064,c9f78862-4daf-4050-8a97-e94cccdc2ff6,http://placehold.it/300x250
St. Louis,8697927,181af2b8-e5bc-4ca6-b7d2-8db5ca5f56dd,http://placehold.it/300x250
Milwaukee,3542209,b74fffd4-cbf9-4e07-b58e-2ef54fc1a932,http://placehold.it/300x250
Houston,8543186,26dfe279-81cc-4017-b9b9-4087fb6ac033,http://placehold.it/300x250
Evansville,6535809,f9b2266f-fd8d-4985-8b9e-7da7ddf8aa9c,http://placehold.it/300x250
San Bernardino,9196423,e2ee8173-0447-4763-ac22-ed9ac3307983,http://placehold.it/300x250
Boston,7199554,ae32d6ee-54a6-40bf-9541-bdd636db6737,http://placehold.it/300x250
St. Petersburg,6427204,fb377f13-eda9-4894-9c16-b4448d3597d2,http://placehold.it/300x250
Independence,5012292,b0215bd6-860a-43bb-830e-812b3ab2254a,http://placehold.it/300x250
Fargo,8633345,ee7b5220-2158-4afd-a271-493cd302e8ab,http://placehold.it/300x250
Lakewood,2306160,2d8ab748-b165-4faf-bc6f-8eecac4512ed,http://placehold.it/300x250
Little Rock,2210629,981b4596-bfb6-4e4a-813b-0dad4666c27e,http://placehold.it/300x250
Fort Wayne,3237264,5ba1b6a0-d22a-4495-901e-5c94ad20cadf,http://placehold.it/300x250
Shreveport,8058469,472e9691-a515-40ed-aa9a-5579419d1ac8,http://placehold.it/300x250
Mesa,7524902,9656526b-5cc6-4e72-b568-9968e87b9a56,http://placehold.it/300x250
Lexington,2028631,87cd0d98-ac9d-435d-9456-511af0edfd09,http://placehold.it/300x250
Winston-salem,3119097,5d9d0aa1-26c1-45c5-895a-03dd8b8a7e55,http://placehold.it/300x250
Surprise,4312367,5bb7f7f3-9559-43c8-900a-2fe3b57cb26a,http://placehold.it/300x250
Raleigh,9502354,b64fd948-3ba4-4094-a3a4-e8b64d6dacf1,http://placehold.it/300x250
San Jose,3760501,3e1e7289-ada4-4f32-b65c-e70f18e6b051,http://placehold.it/300x250
Riverside,6422554,27762780-84fc-48de-94c8-97d53825e30b,http://placehold.it/300x250
Springfield,4657330,3a5db17d-c3c3-4304-bb62-bae97576b50b,http://placehold.it/300x250
Salem,1536096,3eec1924-3719-4f89-8ce8-41e407e091ac,http://placehold.it/300x250
Knoxville,1258463,527149d1-29a9-4779-80e0-cd37dba09a1a,http://placehold.it/300x250
Atlanta,2673366,c56c1d2c-52a2-4cc1-ba38-b53cde2c40c2,http://placehold.it/300x250
El Paso,2637670,e5d54356-3b36-4abd-8188-f196abf0cfaa,http://placehold.it/300x250
Salem,8862798,4e2e38e5-9fba-4e6a-ba7f-4311d684aa5a,http://placehold.it/300x250
Boise City,7715897,3ca873e0-6eb7-4788-baab-6403663d86c3,http://placehold.it/300x250
Dayton,5033738,0c09d11c-ee58-44a0-9f81-1a7dab423128,http://placehold.it/300x250
Fremont,2855994,6b61f03b-75c0-4c28-84bd-b42641be8ef2,http://placehold.it/300x250
Birmingham,5616619,4c82403f-a2c9-4ed9-9b43-c7936483f189,http://placehold.it/300x250
Norfolk,7958570,88b82f4b-4c3e-4efc-8d70-01e9ba95e538,http://placehold.it/300x250
Tacoma,5799191,ad6ef202-95e5-4bd0-80a5-0bd1c3e5d2f5,http://placehold.it/300x250
Surprise,8473334,b41431c3-a36f-4466-b466-989aabb16a56,http://placehold.it/300x250
Sacramento,6498315,a9d178af-0c2e-446c-aeda-21b86cb59d8c,http://placehold.it/300x250
Winston-salem,607084,d8ab7c50-c890-406e-af21-d664ddc3372e,http://placehold.it/300x250
Raleigh,2974934,36f4d75e-1704-428b-91bc-a04ae41b93b0,http://placehold.it/300x250
Cleveland,4506419,80c1402b-e278-408e-821e-da5029ef5f8c,http://placehold.it/300x250
Amarillo,1117684,df551c1b-6e93-44e6-8383-7c7d194e5f4f,http://placehold.it/300x250
Memphis,1202396,4d0f616f-0753-4252-afc4-b4c3bfe764e6,http://placehold.it/300x250
Jersey City,664310,47755e53-868e-40ef-804f-c69456334e13,http://placehold.it/300x250
Santa Ana,2784809,8753af26-3597-49b5-bdd0-068eb1907869,http://placehold.it/300x250
Montpelier,8605974,f51719ac-99fb-45db-9de3-7be84b9cc70c,http://placehold.it/300x250
New Orleans,5549027,948e68ba-6a0b-49fd-8705-7a6167bb479c,http://placehold.it/300x250
Lincoln,7842812,fbebd51b-9283-47fb-9766-53e11706c0a4,http://placehold.it/300x250
Provo,904115,489d2e9e-d615-4fa8-8c62-f0ad8d6323fc,http://placehold.it/300x250
San Jose,6800244,9ebcc379-0552-4a25-9773-0c6f59507bd2,http://placehold.it/300x250
Laredo,9162307,e79b896a-836a-4eb4-8dd1-7160843348ef,http://placehold.it/300x250
Orlando,3048643,981c228d-6f89-4f30-ac38-de824b75013c,http://placehold.it/300x250
Raleigh,6909102,de01af26-6e9f-4694-8d07-dfe2b631dda6,http://placehold.it/300x250
San Antonio,1908773,3beeaabc-848b-4671-b3f9-c4a25a1a52ef,http://placehold.it/300x250
Syracuse,4046909,49c9f182-0155-44eb-bd41-2b69d2fece0b,http://placehold.it/300x250
Columbus,6184846,7cd528a2-331e-4be7-a9df-8c8b14e5d3f0,http://placehold.it/300x250
Moreno Valley,4852104,ce1c90b5-70ca-4638-8987-63abeae878c6,http://placehold.it/300x250
Rockford,3125129,7ce9f3a2-e44e-4195-9c08-a01dcd54d02e,http://placehold.it/300x250
Salem,7503797,51ccc27b-8685-468c-bc19-1f0ae4ea37df,http://placehold.it/300x250
St. Petersburg,3798646,66d4b3a2-cab8-4940-9424-f8992acf2bd1,http://placehold.it/300x250
Irving,2677865,ddd9a7fe-31f6-4b05-ad79-29d3502aff41,http://placehold.it/300x250
Lincoln,318705,8ec01130-b708-41f1-8bb8-adb5fbf851ca,http://placehold.it/300x250
Kansas City,9871714,f16b254c-dec9-43ac-9da0-ae01c28a796e,http://placehold.it/300x250
Chandler,9380840,7b40616c-cfd1-4dc1-b95f-ab14198dc4a6,http://placehold.it/300x250
Irvine,4195689,0f00024e-7abe-468d-a387-5ada0f427121,http://placehold.it/300x250
Scottsdale,2901202,e000fba8-8872-4347-8346-ec55640e93aa,http://placehold.it/300x250
Baltimore,8307352,f697487a-b1cd-4534-ab7c-bdc22d05f7a9,http://placehold.it/300x250
Aurora,7411765,043b8864-d796-4e4b-8f7c-baa27f2f62df,http://placehold.it/300x250
